Line	POP_CODE	Caste system	Family	Genus	Species	Colony Tag	Samples	Year	Month	Day	Locality	Country	Type	n_colonies	n_colonies	n_collections	Method	n_eggs_M	n_eggs_F	SR_eggs	n_larvae_M	n_larvae_F	n_workers_M	n_workers_F	SR_workers	n_soldiers_M	n_soldiers_F	SR_soldiers	n_immatures_M	n_immatures_F	SR_immatures	n_forked_neuters_NO_soldiers_M	n_forked_neuters_NO_soldiers_F	SR_forked_neuters_NO_soldiers	n_forked_neuters_WITH_soldiers_M	n_forked_neuters_WITH_soldiers_F	SR_forked_neuters_WITH_soldiers	n_nymphs_M	n_nymphs_F	SR_nymphs	n_linear_immatures_&_soldiers_M	n_linear_immatures_&_soldiers_F	SR_linear_immatures_soldiers	n_neotenics_M	n_neotenics_F	n_neotenicsX_M	n_neotenicsX_F	n_primaries_M	n_primaries_F	n_alates_M	n_alates_F	n_alates_tot	alate_type	SR_alates	n_nymphs+alates_M	n_nymphs+alates_F	Reproductives in the nest	Colony-level_linear_forked	n_males	n_females	n_tot	SR (prop_fem)	References	Comments on reference	Additional comments on data
66	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	IZ150430B	1	2015	April	30	Izumo, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							51	49		5	2																	1	0			2	3				0				PQ, PK, NeoK	Immatures(workers)+soldiers+neotenics	57	51	108	0.472222222	Yashiro et al. 2018		
67	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	IZ150430C	1	2015	April	30	Izumo, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							38	62		11	6																	1	0			1	1				0				PQ, PK, NeoK	Immatures(workers)+soldiers+neotenics	50	68	118	0.576271186	Yashiro et al. 2018		
68	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	SN150430B	1	2015	April	30	Misaki, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							42	58		11	19																	1	2			22	31				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	54	79	133	0.593984962	Yashiro et al. 2018		
69	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	SN150430C	1	2015	April	30	Misaki, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							46	54		12	17																	14	11			32	36				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	72	82	154	0.532467532	Yashiro et al. 2018		
70	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	SN150430D	1	2015	April	30	Misaki, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							48	52		2	7																	0	1			5	5				0				PQ, PK, NeoQ	Immatures(workers)+soldiers+neotenics	50	60	110	0.545454545	Yashiro et al. 2018		
71	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	SN150430E	1	2015	April	30	Misaki, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							32	68		5	2																	1	3			3	3				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	38	73	111	0.657657658	Yashiro et al. 2018		
72	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	SN150430F	1	2015	April	30	Misaki, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							53	47		4	4																	1	0			3	3				0				PQ, PK, NeoK	Immatures(workers)+soldiers+neotenics	58	51	109	0.467889908	Yashiro et al. 2018		
73	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	SN150430G	1	2015	April	30	Misaki, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							50	50		7	5																	0	2			12	13				0				PQ, PK, NeoQ	Immatures(workers)+soldiers+neotenics	57	57	114	0.5	Yashiro et al. 2018		
74	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	SN150501A	1	2015	May	1	Misaki, Kushimoto, Wakayama	Honshu	Sample	Single collection, single colony	1	1							51	49		19	14																	4	10			3	5				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	74	73	147	0.496598639	Yashiro et al. 2018		
75	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	NZ150526A	1	2015	May	26	Naze, Kagoshima, Amami-Oshima Is.	Japan	Sample	Single collection, single colony	1	1							56	44		6	2																	0	3			6	3				0				PQ, PK, NeoQ	Immatures(workers)+soldiers+neotenics	62	49	111	0.441441441	Yashiro et al. 2018		
76	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	NZ150526C	1	2015	May	26	Naze, Kagoshima, Amami-Oshima Is.	Japan	Sample	Single collection, single colony	1	1							40	60		8	4																	1	3			1	1				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	49	67	116	0.577586207	Yashiro et al. 2018		
77	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	NZ150526F	1	2015	May	26	Naze, Kagoshima, Amami-Oshima Is.	Japan	Sample	Single collection, single colony	1	1							45	55		9	6																	0	0			11	8				0				PQ, PK	Immatures(workers)+soldiers	54	61	115	0.530434783	Yashiro et al. 2018		
78	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	NK150527A	1	2015	May	27	Setouchi, Kagoshima, Amami-Oshima Is.	Japan	Sample	Single collection, single colony	1	1							51	49		13	3																	1	3			1	0				0				PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	65	55	120	0.458333333	Yashiro et al. 2018		
79	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	NK150527C	1	2015	May	27	Setouchi, Kagoshima, Amami-Oshima Is.	Japan	Sample	Single collection, single colony	1	1							47	53		9	13																	0	0			3	3				0				PQ, PK	Immatures(workers)+soldiers	56	66	122	0.540983607	Yashiro et al. 2018		
80	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HD150225A	1	2015	February	25	Hedo, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							59	41		11	6																	0	0			5	3				0				PQ, PK	Immatures(workers)+soldiers	70	47	117	0.401709402	Yashiro et al. 2018		
81	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HD150225B	1	2015	February	25	Hedo, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							60	40		32	5																	7	7			3	4				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	99	52	151	0.344370861	Yashiro et al. 2018		
82	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HD150225C	1	2015	February	25	Hedo, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							57	43		2	4																	1	3			1	1				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	60	50	110	0.454545455	Yashiro et al. 2018		
83	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HD150225D	1	2015	February	25	Hedo, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							58	42		5	3																	0	1			1	2				0				PQ, PK, NeoQ	Immatures(workers)+soldiers+neotenics	63	46	109	0.422018349	Yashiro et al. 2018		
84	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HD160328B	1	2016	March	28	Hedo, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							52	48		9	0																	0	0			2	2				0				PQ, PK	Immatures(workers)+soldiers	61	48	109	0.440366972	Yashiro et al. 2018		
85	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HD160328C	1	2016	March	28	Hedo, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							41	59		10	5																	0	0			2	2				0				PQ, PK	Immatures(workers)+soldiers	51	64	115	0.556521739	Yashiro et al. 2018		
86	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	NJ150226A	1	2015	February	26	Nakijin, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							73	27		3	1																	4	2			1	0				0				PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	80	30	110	0.272727273	Yashiro et al. 2018		
87	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	YJ150226A	1	2015	February	26	Yagajijima, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							55	45		5	6																	0	0			2	2				0				PQ, PK	Immatures(workers)+soldiers	60	51	111	0.459459459	Yashiro et al. 2018		
88	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	YJ150226B	1	2015	February	26	Yagajijima, Okinawa, Okinawa Is.	Japan	Sample	Single collection, single colony	1	1							52	48		5	2																	0	0			2	1				0				PQ, PK	Immatures(workers)+soldiers	57	50	107	0.46728972	Yashiro et al. 2018		
89	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151014A	1	2015	October	14	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							48	52		11	8																	1	1			23	22				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	60	61	121	0.504132231	Yashiro et al. 2018		
90	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151014B	1	2015	October	14	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							49	51		9	1																	0	0			1	1				0				PQ, PK	Immatures(workers)+soldiers	58	52	110	0.472727273	Yashiro et al. 2018		
91	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151014G	1	2015	October	14	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							58	42		6	7																	0	5			1	0				0				PK, NeoQ	Immatures(workers)+soldiers+neotenics	64	54	118	0.457627119	Yashiro et al. 2018		
92	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151014H	1	2015	October	14	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							57	43		9	10																	0	0			2	3				0				PQ, PK	Immatures(workers)+soldiers	66	53	119	0.445378151	Yashiro et al. 2018		
93	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151015A	1	2015	October	15	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							57	43		7	14																	1	2			2	1				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	65	59	124	0.475806452	Yashiro et al. 2018		
94	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151015B	1	2015	October	15	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							62	38		19	17																	4	6			7	7				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	85	61	146	0.417808219	Yashiro et al. 2018		
95	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151015C	1	2015	October	15	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							47	53		8	12																	0	0			2	2				0				PQ, PK	Immatures(workers)+soldiers	55	65	120	0.541666667	Yashiro et al. 2018		
96	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	CC151015H	1	2015	October	15	Chichijima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							47	53		4	10																	0	0			2	1				0				PQ, PK	Immatures(workers)+soldiers	51	63	114	0.552631579	Yashiro et al. 2018		
97	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HH151016A	1	2015	October	16	Hahajima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							53	47		5	8																	1	2			0	0				0				NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	59	57	116	0.49137931	Yashiro et al. 2018		
98	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HH151016D	1	2015	October	16	Hahajima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							44	56		45	38																	0	0			4	6				0				PQ, PK	Immatures(workers)+soldiers	89	94	183	0.513661202	Yashiro et al. 2018		
99	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HH151016E	1	2015	October	16	Hahajima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							76	24		33	4																	0	0			11	12				0				PQ, PK	Immatures(workers)+soldiers	109	28	137	0.204379562	Yashiro et al. 2018		
100	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HH151016F	1	2015	October	16	Hahajima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							54	46		15	29																	0	0			14	11				0				PQ, PK	Immatures(workers)+soldiers	69	75	144	0.520833333	Yashiro et al. 2018		
101	K_GlyNak_S	Linear	Kalotermitidae	Glyptotermes	nakajimai (sexual)	HH151016H	1	2015	October	16	Hahajima, Tokyo, Ogasawara Isis.	Japan	Sample	Single collection, single colony	1	1							40	60		22	12																	1	1			10	11				0				PQ, PK, NeoQ, NeoK	Immatures(workers)+soldiers+neotenics	63	73	136	0.536764706	Yashiro et al. 2018		
102	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	TO150911A	1	2015	September	11	Tokushima, Tokushima, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	17																	0	1			0	6				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	118	118	1	Yashiro et al. 2018		
103	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	TO150911B	1	2015	September	11	Tokushima, Tokushima, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	4																	0	1			0	2				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	105	105	1	Yashiro et al. 2018		
104	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216B	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	9																	0	1			0	1				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	110	110	1	Yashiro et al. 2018		
105	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216C	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	3																	0	1			0	1				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	104	104	1	Yashiro et al. 2018		
106	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216E	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	8																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	108	108	1	Yashiro et al. 2018		
107	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216G	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	14																	0	0			0	5				0				PQ	Immatures(workers)+soldiers	0	114	114	1	Yashiro et al. 2018		
108	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216H	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	11																	0	1			0	3				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	112	112	1	Yashiro et al. 2018		
109	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216I	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	15																	0	0			0	6				0				PQ	Immatures(workers)+soldiers	0	115	115	1	Yashiro et al. 2018		
110	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216J	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	12																	0	1			0	5				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	113	113	1	Yashiro et al. 2018		
111	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216K	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	12																	0	2			0	3				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	114	114	1	Yashiro et al. 2018		
112	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150216M	1	2015	February	16	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	8																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	108	108	1	Yashiro et al. 2018		
113	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150217B	1	2015	February	17	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	17																	0	5			0	5				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	122	122	1	Yashiro et al. 2018		
114	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150217C	1	2015	February	17	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	4																	0	1			0	2				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	105	105	1	Yashiro et al. 2018		
115	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150217D	1	2015	February	17	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	13																	0	2			0	2				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	115	115	1	Yashiro et al. 2018		
116	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150910A	1	2015	September	10	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	14																	0	1			0	12				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	115	115	1	Yashiro et al. 2018		
117	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150910B	1	2015	September	10	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	22																	0	1			0	7				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	123	123	1	Yashiro et al. 2018		
118	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	MR150910D	1	2015	September	10	Muroto, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	13																	0	0			0	16				0				PQ	Immatures(workers)+soldiers	0	113	113	1	Yashiro et al. 2018		
119	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141110A	1	2014	November	10	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	17																	0	1			0	10				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	118	118	1	Yashiro et al. 2018		
120	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141110B	1	2014	November	10	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	1																	0	0			0	5				0				PQ	Immatures(workers)+soldiers	0	101	101	1	Yashiro et al. 2018		
121	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141110D	1	2014	November	10	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	6																	0	3			0	6				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	109	109	1	Yashiro et al. 2018		
122	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141111A	1	2014	November	11	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	1																	0	2			0	3				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	103	103	1	Yashiro et al. 2018		
123	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141111H	1	2014	November	11	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	6																	0	0			0	3				0				PQ	Immatures(workers)+soldiers	0	106	106	1	Yashiro et al. 2018		
124	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141111I	1	2014	November	11	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	17																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	117	117	1	Yashiro et al. 2018		
125	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141111J	1	2014	November	11	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	1																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	101	101	1	Yashiro et al. 2018		
126	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	AS141111K	1	2014	November	11	Ashizuri, Kochi, Shikoku	Japan	Sample	Single collection, single colony	1	1							0	100		0	16																	0	2			0	8				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	118	118	1	Yashiro et al. 2018		
127	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	SK150715A	1	2015	July	15	Saiki, Oita, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	3																	0	3			0	2				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	106	106	1	Yashiro et al. 2018		
128	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	SK150715B	1	2015	July	15	Saiki, Oita, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	1																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	101	101	1	Yashiro et al. 2018		
129	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	TI150324A	1	2015	March	24	Toi, Miyazaki, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	7																	0	0			0	3				0				PQ	Immatures(workers)+soldiers	0	107	107	1	Yashiro et al. 2018		
130	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	TI150324B	1	2015	March	24	Toi, Miyazaki, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	1																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	101	101	1	Yashiro et al. 2018		
131	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	TI150324C	1	2015	March	24	Toi, Miyazaki, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	4																	0	3			0	0				0				NeoQ	Immatures(workers)+soldiers+neotenics	0	107	107	1	Yashiro et al. 2018		
132	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	TI150324D	1	2015	March	24	Toi, Miyazaki, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	3																	0	0			0	4				0				PQ	Immatures(workers)+soldiers	0	103	103	1	Yashiro et al. 2018		
133	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	TI150728A	1	2015	July	28	Toi, Miyazaki, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	7																	0	1			0	2				0				PQ, NeoQ	Immatures(workers)+soldiers+neotenics	0	108	108	1	Yashiro et al. 2018		
134	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	ST150322C	1	2015	March	22	Sata, Kagoshima, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	7																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	107	107	1	Yashiro et al. 2018		
135	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	ST150323L	1	2015	March	23	Sata, Kagoshima, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	3																	0	0			0	2				0				PQ	Immatures(workers)+soldiers	0	103	103	1	Yashiro et al. 2018		
136	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	ST160304A	1	2016	March	4	Sata, Kagoshima, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	4																	0	0			0	4				0				PQ	Immatures(workers)+soldiers	0	104	104	1	Yashiro et al. 2018		
137	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	ST160304B	1	2016	March	4	Sata, Kagoshima, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	13																	0	0			0	15				0				PQ	Immatures(workers)+soldiers	0	113	113	1	Yashiro et al. 2018		
138	K_GlyNak_P	Linear	Kalotermitidae	Glyptotermes	nakajimai (parth.)	ST160304C	1	2016	March	4	Sata, Kagoshima, Kyushu	Japan	Sample	Single collection, single colony	1	1							0	100		0	2																	0	0			0	4				0				PQ	Immatures(workers)+soldiers	0	102	102	1	Yashiro et al. 2018		
139	K_IncBan	Linear	Kalotermitidae	Incisitermes	banksi	NA	NA	1973-74			Tucson, Arizona	USA	Sample	Several collections, several colonies	+++	+++																																		66	100	166	Flown	0.6			NA	Alates	66	100	166	0.6	Nutting 1979		
140	K_IncBan	Linear	Kalotermitidae	Incisitermes	banksi	1	NA	1978			Tucson, Arizona	USA	Total	Single collection, single colony	1	1	Collected from incubator																																	28	31	59	Flown	0.53			NA	Alates	28	31	59	0.53	Nutting 1979		
